issue_key,summary,description,issue_type,status,priority,resolution,created,updated,assignee,reporter,components,labels,comments,parent,clean_text,tokens
YARN-1589,Dynamically adding a new Queue for Scheduler in YARN,"It appears that the only way to add a queue to Capacity Scheduler is 
- ssh into the YARN ResourceManager machine
- edit the capacity-scheduler.xml conf
- run the command ""yarn rmadmin -refreshQueue""

It will be great if there's an API that we can call to dynamically add a new queue (removing the need to ssh into the machine). 

For example, a POST operation to support adding a queue. The current REST APIs only support GETs
http://hadoop.apache.org/docs/stable/hadoop-yarn/hadoop-yarn-site/ResourceManagerRest.html

This API should also redistribute/rebalance the cluster resource allocation if possible. 
(Or a separate set of REST operations to update resource allocation for a particular queue)

Thanks. ",Improvement,Open,Major,,2014-01-10T22:00:58.483+0000,2014-01-11T03:20:31.070+0000,,Jian Chen,['scheduler'],"['capacity-scheduler', 'queue', 'yarn']",0,,dynamically add new queue scheduler yarn appear way add queue capacity scheduler ssh yarn resourcemanager machine edit capacity scheduler xml conf run command yarn rmadmin refreshqueue great api call dynamically add new queue remove need ssh machine example post operation support add queue current rest apis support get api also redistribute rebalance cluster resource allocation possible separate set rest operation update resource allocation particular queue thank,"['dynamically', 'add', 'new', 'queue', 'scheduler', 'yarn', 'appear', 'way', 'add', 'queue', 'capacity', 'scheduler', 'ssh', 'yarn', 'resourcemanager', 'machine', 'edit', 'capacity', 'scheduler', 'xml', 'conf', 'run', 'command', 'yarn', 'rmadmin', 'refreshqueue', 'great', 'api', 'call', 'dynamically', 'add', 'new', 'queue', 'remove', 'need', 'ssh', 'machine', 'example', 'post', 'operation', 'support', 'add', 'queue', 'current', 'rest', 'apis', 'support', 'get', 'api', 'also', 'redistribute', 'rebalance', 'cluster', 'resource', 'allocation', 'possible', 'separate', 'set', 'rest', 'operation', 'update', 'resource', 'allocation', 'particular', 'queue', 'thank']"
YARN-1585,Provide a way to format the RMStateStore,"Admins should be able to format the RMStateStore. 

At the very least, we need this for ZKRMStateStore. Formatting the store requires changing the ACLs followed by the removal of znode structure; the ACL changes for fencing should be transparent to the user.",Improvement,Resolved,Major,Duplicate,2014-01-10T17:49:43.276+0000,2014-11-03T18:33:40.687+0000,,Karthik Kambatla,['resourcemanager'],[],4,,provide way format rmstatestore admin able format rmstatestore least need zkrmstatestore format store require change acls follow removal znode structure acl change fencing transparent user,"['provide', 'way', 'format', 'rmstatestore', 'admin', 'able', 'format', 'rmstatestore', 'least', 'need', 'zkrmstatestore', 'format', 'store', 'require', 'change', 'acls', 'follow', 'removal', 'znode', 'structure', 'acl', 'change', 'fencing', 'transparent', 'user']"
YARN-1584,Support explicit failover when automatic failover is enabled,"YARN-1029 adds automatic failover support. However, users can't explicitly ask for a failover from one RM to the other without stopping the other RM. Stopping the RM until the other RM takes over and then restarting the first RM is more involving and exposes the RM-ensemble to SPOF for a longer duration. 

It would be nice to allow explicit failover through yarn rmadmin -failover command.

PS: HDFS supports -failover option. ",Sub-task,Resolved,Major,Won't Fix,2014-01-10T17:46:43.704+0000,2014-11-03T18:34:09.614+0000,Karthik Kambatla,Karthik Kambatla,['resourcemanager'],[],8,YARN-149,support explicit failover automatic failover enable yarn add automatic failover support however user explicitly ask failover one without stop stop take restart first involve expose ensemble spof long duration would nice allow explicit failover yarn rmadmin failover command hdfs support failover option,"['support', 'explicit', 'failover', 'automatic', 'failover', 'enable', 'yarn', 'add', 'automatic', 'failover', 'support', 'however', 'user', 'explicitly', 'ask', 'failover', 'one', 'without', 'stop', 'stop', 'take', 'restart', 'first', 'involve', 'expose', 'ensemble', 'spof', 'long', 'duration', 'would', 'nice', 'allow', 'explicit', 'failover', 'yarn', 'rmadmin', 'failover', 'command', 'hdfs', 'support', 'failover', 'option']"
YARN-1582,Capacity Scheduler: add a maximum-allocation-mb setting per queue ,"We want to allow certain queues to use larger container sizes while limiting other queues to smaller container sizes.  Setting it per queue will help prevent abuse, help limit the impact of reservations, and allow changes in the maximum container size to be rolled out more easily.

One reason this is needed is more application types are becoming available on yarn and certain applications require more memory to run efficiently. While we want to allow for that we don't want other applications to abuse that and start requesting bigger containers then what they really need.  

Note that we could have this based on application type, but that might not be totally accurate either since for example you might want to allow certain users on MapReduce to use larger containers, while limiting other users of MapReduce to smaller containers.",Improvement,Closed,Major,Fixed,2014-01-09T22:33:36.043+0000,2016-05-12T18:30:39.840+0000,Thomas Graves,Thomas Graves,['capacityscheduler'],[],19,,capacity scheduler add maximum allocation set per queue want allow certain queue use large container size limit queue small container size set per queue help prevent abuse help limit impact reservation allow change maximum container size roll easily one reason need application type become available yarn certain application require memory run efficiently want allow want application abuse start request big container really need note could base application type might totally accurate either since example might want allow certain user mapreduce use large container limit user mapreduce small container,"['capacity', 'scheduler', 'add', 'maximum', 'allocation', 'set', 'per', 'queue', 'want', 'allow', 'certain', 'queue', 'use', 'large', 'container', 'size', 'limit', 'queue', 'small', 'container', 'size', 'set', 'per', 'queue', 'help', 'prevent', 'abuse', 'help', 'limit', 'impact', 'reservation', 'allow', 'change', 'maximum', 'container', 'size', 'roll', 'easily', 'one', 'reason', 'need', 'application', 'type', 'become', 'available', 'yarn', 'certain', 'application', 'require', 'memory', 'run', 'efficiently', 'want', 'allow', 'want', 'application', 'abuse', 'start', 'request', 'big', 'container', 'really', 'need', 'note', 'could', 'base', 'application', 'type', 'might', 'totally', 'accurate', 'either', 'since', 'example', 'might', 'want', 'allow', 'certain', 'user', 'mapreduce', 'use', 'large', 'container', 'limit', 'user', 'mapreduce', 'small', 'container']"
YARN-1564,add workflow YARN services,"I've been using some alternative composite services to help build workflows of process execution in a YARN AM.

They and their tests could be moved in YARN for the use by others -this would make it easier to build aggregate services in an AM",New Feature,Patch Available,Minor,,2014-01-06T13:20:21.978+0000,2026-02-12T22:20:43.141+0000,Steve Loughran,Steve Loughran,"['api', 'nodemanager', 'resourcemanager']",['oct16-hard'],28,,add workflow yarn service use alternative composite service help build workflow process execution yarn test could move yarn use would make easy build aggregate service,"['add', 'workflow', 'yarn', 'service', 'use', 'alternative', 'composite', 'service', 'help', 'build', 'workflow', 'process', 'execution', 'yarn', 'test', 'could', 'move', 'yarn', 'use', 'would', 'make', 'easy', 'build', 'aggregate', 'service']"
YARN-1558,"After apps are moved across queues, store new queue info in the RM state store","The result of moving an app to a new queue should persist across RM restarts.  This will require updating the ApplicationSubmissionContext, the single source of truth upon state recovery, with the new queue info.

There will be a brief window after the move completes before the move is stored.  If the RM dies during this window, the recovered RM will include the old queue info.  Schedulers should be resilient to this situation.",Sub-task,Resolved,Major,Duplicate,2014-01-03T20:08:28.195+0000,2020-02-26T05:29:18.422+0000,Varun Saxena,Sandy Ryza,['scheduler'],[],7,YARN-1495,app move across queue store new queue info state store result move app new queue persist across restart require update applicationsubmissioncontext single source truth upon state recovery new queue info brief window move complete move store die window recovered include old queue info scheduler resilient situation,"['app', 'move', 'across', 'queue', 'store', 'new', 'queue', 'info', 'state', 'store', 'result', 'move', 'app', 'new', 'queue', 'persist', 'across', 'restart', 'require', 'update', 'applicationsubmissioncontext', 'single', 'source', 'truth', 'upon', 'state', 'recovery', 'new', 'queue', 'info', 'brief', 'window', 'move', 'complete', 'move', 'store', 'die', 'window', 'recovered', 'include', 'old', 'queue', 'info', 'scheduler', 'resilient', 'situation']"
YARN-1543,Stateless multiple resource manager,"Currently, YARN is implemented based on statefull single resource manager architecture. This approach can raise operation costs compare to stateless multi resource manager architecture, because we need to care which resource manager is active to ensure availability. 

We can avoid this problem by saving all states into updatable and transactional RMStateStore such as ZooKeeper or RDBMS. If we take this approach, multiple resource managers can be launched at the same time. As a result, operation cost can be reduced, because we don't need to maintain specific(current master) resource manager.

This idea is based on a paper: “Omega: ﬂexible, scalable schedulers for large compute clusters”[1].

[1] http://eurosys2013.tudos.org/wp-content/uploads/2013/paper/Schwarzkopf.pdf
",Improvement,Open,Major,,2013-12-27T05:56:32.924+0000,2013-12-27T07:14:21.413+0000,,Tsuyoshi Ozawa,[],[],0,,stateless multiple resource manager currently yarn implement base statefull single resource manager architecture approach raise operation cost compare stateless multi resource manager architecture need care resource manager active ensure availability avoid problem save state updatable transactional rmstatestore zookeeper rdbms take approach multiple resource manager launch time result operation cost reduce need maintain specific current master resource manager idea base paper omega exible scalable scheduler large compute cluster,"['stateless', 'multiple', 'resource', 'manager', 'currently', 'yarn', 'implement', 'base', 'statefull', 'single', 'resource', 'manager', 'architecture', 'approach', 'raise', 'operation', 'cost', 'compare', 'stateless', 'multi', 'resource', 'manager', 'architecture', 'need', 'care', 'resource', 'manager', 'active', 'ensure', 'availability', 'avoid', 'problem', 'save', 'state', 'updatable', 'transactional', 'rmstatestore', 'zookeeper', 'rdbms', 'take', 'approach', 'multiple', 'resource', 'manager', 'launch', 'time', 'result', 'operation', 'cost', 'reduce', 'need', 'maintain', 'specific', 'current', 'master', 'resource', 'manager', 'idea', 'base', 'paper', 'omega', 'exible', 'scalable', 'scheduler', 'large', 'compute', 'cluster']"
YARN-1538,Support web-services for application-submission and AM protocols,We already have read-only web-services for YARN - MAPREDUCE-2863. It'll be great to support APIs for application submission and the AM protocols - scheduling and container-management - as alternatives to RPCs.,New Feature,Resolved,Major,Duplicate,2013-12-26T19:34:36.822+0000,2014-02-11T18:12:51.819+0000,,Vinod Kumar Vavilapalli,[],[],3,,support web service application submission protocol already read web service yarn mapreduce great support apis application submission protocol scheduling container management alternative rpc,"['support', 'web', 'service', 'application', 'submission', 'protocol', 'already', 'read', 'web', 'service', 'yarn', 'mapreduce', 'great', 'support', 'apis', 'application', 'submission', 'protocol', 'scheduling', 'container', 'management', 'alternative', 'rpc']"
YARN-1530,"[Umbrella] Store, manage and serve per-framework application-timeline data","This is a sibling JIRA for YARN-321.

Today, each application/framework has to do store, and serve per-framework data all by itself as YARN doesn't have a common solution. This JIRA attempts to solve the storage, management and serving of per-framework data from various applications, both running and finished. The aim is to change YARN to collect and store data in a generic manner with plugin points for frameworks to do their own thing w.r.t interpretation and serving.",Bug,Resolved,Major,Fixed,2013-12-23T23:29:04.034+0000,2015-06-14T11:40:01.533+0000,,Vinod Kumar Vavilapalli,[],[],29,,umbrella store manage serve per framework application timeline datum sible jira yarn today application framework store serve per framework datum yarn common solution jira attempt solve storage management serve per framework datum various application run finish aim change yarn collect store datum generic manner plugin point framework thing interpretation serve,"['umbrella', 'store', 'manage', 'serve', 'per', 'framework', 'application', 'timeline', 'datum', 'sible', 'jira', 'yarn', 'today', 'application', 'framework', 'store', 'serve', 'per', 'framework', 'datum', 'yarn', 'common', 'solution', 'jira', 'attempt', 'solve', 'storage', 'management', 'serve', 'per', 'framework', 'datum', 'various', 'application', 'run', 'finish', 'aim', 'change', 'yarn', 'collect', 'store', 'datum', 'generic', 'manner', 'plugin', 'point', 'framework', 'thing', 'interpretation', 'serve']"
YARN-1512,Enhance CS to decouple scheduling from node heartbeats,Enhance CS to decouple scheduling from node heartbeats; a prototype has improved latency significantly.,Improvement,Closed,Major,Fixed,2013-12-17T18:09:18.682+0000,2014-04-10T13:11:01.291+0000,Arun Murthy,Arun Murthy,[],[],18,,enhance decouple scheduling node heartbeat enhance decouple scheduling node heartbeat prototype improve latency significantly,"['enhance', 'decouple', 'scheduling', 'node', 'heartbeat', 'enhance', 'decouple', 'scheduling', 'node', 'heartbeat', 'prototype', 'improve', 'latency', 'significantly']"
YARN-1510,Make NMClient support change container resources,"As described in YARN-1197, YARN-1449, we need add API in NMClient to support
1) sending request of increase/decrease container resource limits
2) get succeeded/failed changed containers response from NM.",Sub-task,Resolved,Major,Fixed,2013-12-17T02:30:02.353+0000,2016-08-30T01:31:56.002+0000,MENG DING,Wangda Tan (No longer used),['nodemanager'],[],41,YARN-1197,make nmclient support change container resource describe yarn yarn need add api nmclient support send request increase decrease container resource limit get succeed fail change container response,"['make', 'nmclient', 'support', 'change', 'container', 'resource', 'describe', 'yarn', 'yarn', 'need', 'add', 'api', 'nmclient', 'support', 'send', 'request', 'increase', 'decrease', 'container', 'resource', 'limit', 'get', 'succeed', 'fail', 'change', 'container', 'response']"
YARN-1509,Make AMRMClient support send increase container request and get increased/decreased containers,"As described in YARN-1197, we need add API in AMRMClient to support
1) Add increase request
2) Can get successfully increased/decreased containers from RM",Sub-task,Resolved,Major,Fixed,2013-12-17T02:24:52.963+0000,2016-08-30T01:31:56.996+0000,MENG DING,Wangda Tan (No longer used),['resourcemanager'],[],48,YARN-1197,make amrmclient support send increase container request get increase decrease container describe yarn need add api amrmclient support add increase request get successfully increase decrease container,"['make', 'amrmclient', 'support', 'send', 'increase', 'container', 'request', 'get', 'increase', 'decrease', 'container', 'describe', 'yarn', 'need', 'add', 'api', 'amrmclient', 'support', 'add', 'increase', 'request', 'get', 'successfully', 'increase', 'decrease', 'container']"
YARN-1503,Support making additional 'LocalResources' available to running containers,"We have a use case, where additional resources (jars, libraries etc) need to be made available to an already running container. Ideally, we'd like this to be done via YARN (instead of having potentially multiple containers per node download resources on their own).

Proposal:
  NM to support an additional API where a list of resources can be specified. Something like ""localiceResource(ContainerId, Map<String, LocalResource>)
  NM would also require an additional API to get state for these resources - ""getLocalizationState(ContainerId)"" - which returns the current state of all local resources for the specified container(s).",Improvement,Open,Major,,2013-12-12T21:20:59.774+0000,2017-05-24T03:09:23.718+0000,Jian He,Siddharth Seth,[],[],17,,support make additional localresource available run container use case additional resource jar library etc need make available already run container ideally like via yarn instead potentially multiple container per node download resource proposal support additional api list resource specify something like localiceresource containerid map would also require additional api get state resource getlocalizationstate containerid return current state local resource specified container,"['support', 'make', 'additional', 'localresource', 'available', 'run', 'container', 'use', 'case', 'additional', 'resource', 'jar', 'library', 'etc', 'need', 'make', 'available', 'already', 'run', 'container', 'ideally', 'like', 'via', 'yarn', 'instead', 'potentially', 'multiple', 'container', 'per', 'node', 'download', 'resource', 'proposal', 'support', 'additional', 'api', 'list', 'resource', 'specify', 'something', 'like', 'localiceresource', 'containerid', 'map', 'would', 'also', 'require', 'additional', 'api', 'get', 'state', 'resource', 'getlocalizationstate', 'containerid', 'return', 'current', 'state', 'local', 'resource', 'specified', 'container']"
YARN-1498,Common scheduler changes for moving apps between queues,"This JIRA is to track changes that aren't in particular schedulers but that help them support moving apps between queues.  In particular, it makes sure that QueueMetrics are properly updated when an app changes queue.",Sub-task,Closed,Major,Fixed,2013-12-11T20:30:51.016+0000,2015-06-30T07:20:31.572+0000,Sandy Ryza,Sandy Ryza,['resourcemanager'],[],24,YARN-1495,common scheduler change move app queue jira track change particular scheduler help support move app queue particular make sure queuemetric properly update app change queue,"['common', 'scheduler', 'change', 'move', 'app', 'queue', 'jira', 'track', 'change', 'particular', 'scheduler', 'help', 'support', 'move', 'app', 'queue', 'particular', 'make', 'sure', 'queuemetric', 'properly', 'update', 'app', 'change', 'queue']"
YARN-1495,Allow moving apps between queues,"This is an umbrella JIRA for work needed to allow moving YARN applications from one queue to another.  The work will consist of additions in the command line options, additions in the client RM protocol, and changes in the schedulers to support this.

I have a picture of how this should function in the Fair Scheduler, but I'm not familiar enough with the Capacity Scheduler for the same there.  Ultimately, the decision to whether an application can be moved should go down to the scheduler - some schedulers may wish not to support this at all.  However, schedulers that do support it should share some common semantics around ACLs and what happens to running containers.

Here is how I see the general semantics working out:
* A move request is issued by the client.  After it gets past ACLs, the scheduler checks whether executing the move will violate any constraints. For the Fair Scheduler, these would be queue maxRunningApps and queue maxResources constraints
* All running containers are transferred from the old queue to the new queue
* All outstanding requests are transferred from the old queue to the new queue

Here is I see the ACLs of this working out:
* To move an app from a queue a user must have modify access on the app or administer access on the queue
* To move an app to a queue a user must have submit access on the queue or administer access on the queue ",New Feature,Resolved,Major,Fixed,2013-12-11T09:00:30.267+0000,2020-02-26T05:29:18.613+0000,Sandy Ryza,Sandy Ryza,['scheduler'],[],20,,allow moving app queue umbrella jira work need allow move yarn application one queue another work consist addition command line option addition client protocol change scheduler support picture function fair scheduler familiar enough capacity scheduler ultimately decision whether application move scheduler scheduler may wish support however scheduler support share common semantic around acls happen run container see general semantic work move request issue client get past acls scheduler check whether execute move violate constraint fair scheduler would queue maxrunningapp queue maxresource constraint run container transfer old queue new queue outstanding request transfer old queue new queue see acls work move app queue user must modify access app administer access queue move app queue user must submit access queue administer access queue,"['allow', 'moving', 'app', 'queue', 'umbrella', 'jira', 'work', 'need', 'allow', 'move', 'yarn', 'application', 'one', 'queue', 'another', 'work', 'consist', 'addition', 'command', 'line', 'option', 'addition', 'client', 'protocol', 'change', 'scheduler', 'support', 'picture', 'function', 'fair', 'scheduler', 'familiar', 'enough', 'capacity', 'scheduler', 'ultimately', 'decision', 'whether', 'application', 'move', 'scheduler', 'scheduler', 'may', 'wish', 'support', 'however', 'scheduler', 'support', 'share', 'common', 'semantic', 'around', 'acls', 'happen', 'run', 'container', 'see', 'general', 'semantic', 'work', 'move', 'request', 'issue', 'client', 'get', 'past', 'acls', 'scheduler', 'check', 'whether', 'execute', 'move', 'violate', 'constraint', 'fair', 'scheduler', 'would', 'queue', 'maxrunningapp', 'queue', 'maxresource', 'constraint', 'run', 'container', 'transfer', 'old', 'queue', 'new', 'queue', 'outstanding', 'request', 'transfer', 'old', 'queue', 'new', 'queue', 'see', 'acls', 'work', 'move', 'app', 'queue', 'user', 'must', 'modify', 'access', 'app', 'administer', 'access', 'queue', 'move', 'app', 'queue', 'user', 'must', 'submit', 'access', 'queue', 'administer', 'access', 'queue']"
YARN-1493,Schedulers don't recognize apps separately from app-attempts,"Today, scheduler is tied to attempt only.

We need to separate app-level handling logic in scheduler. We can add new app-level events to the scheduler and separate the app-level logic out. This is good for work-preserving AM restart, RM restart, and also needed for differentiating app-level metrics and attempt-level metrics.",Sub-task,Closed,Major,Fixed,2013-12-11T05:14:05.514+0000,2014-04-10T13:11:27.939+0000,Jian He,Jian He,[],[],43,YARN-1489,schedulers recognize app separately app attempt today scheduler tie attempt need separate app level handling logic scheduler add new app level event scheduler separate app level logic good work preserve restart restart also need differentiate app level metric attempt level metric,"['schedulers', 'recognize', 'app', 'separately', 'app', 'attempt', 'today', 'scheduler', 'tie', 'attempt', 'need', 'separate', 'app', 'level', 'handling', 'logic', 'scheduler', 'add', 'new', 'app', 'level', 'event', 'scheduler', 'separate', 'app', 'level', 'logic', 'good', 'work', 'preserve', 'restart', 'restart', 'also', 'need', 'differentiate', 'app', 'level', 'metric', 'attempt', 'level', 'metric']"
YARN-1492,truly shared cache for jars (jobjar/libjar),"Currently there is the distributed cache that enables you to cache jars and files so that attempts from the same job can reuse them. However, sharing is limited with the distributed cache because it is normally on a per-job basis. On a large cluster, sometimes copying of jobjars and libjars becomes so prevalent that it consumes a large portion of the network bandwidth, not to speak of defeating the purpose of ""bringing compute to where data is"". This is wasteful because in most cases code doesn't change much across many jobs.

I'd like to propose and discuss feasibility of introducing a truly shared cache so that multiple jobs from multiple users can share and cache jars. This JIRA is to open the discussion.",New Feature,Resolved,Major,Fixed,2013-06-11T20:00:32.492+0000,2017-10-05T18:45:21.425+0000,Chris Trezzo,Sangjin Lee,[],[],143,,truly share cache jar jobjar libjar currently distribute cache enable cache jar file attempt job reuse however share limit distribute cache normally per job basis large cluster sometimes copy jobjar libjar become prevalent consume large portion network bandwidth speak defeat purpose bring compute datum wasteful case code change much across many job like propose discuss feasibility introduce truly share cache multiple job multiple user share cache jar jira open discussion,"['truly', 'share', 'cache', 'jar', 'jobjar', 'libjar', 'currently', 'distribute', 'cache', 'enable', 'cache', 'jar', 'file', 'attempt', 'job', 'reuse', 'however', 'share', 'limit', 'distribute', 'cache', 'normally', 'per', 'job', 'basis', 'large', 'cluster', 'sometimes', 'copy', 'jobjar', 'libjar', 'become', 'prevalent', 'consume', 'large', 'portion', 'network', 'bandwidth', 'speak', 'defeat', 'purpose', 'bring', 'compute', 'datum', 'wasteful', 'case', 'code', 'change', 'much', 'across', 'many', 'job', 'like', 'propose', 'discuss', 'feasibility', 'introduce', 'truly', 'share', 'cache', 'multiple', 'job', 'multiple', 'user', 'share', 'cache', 'jar', 'jira', 'open', 'discussion']"
YARN-1490,RM should optionally not kill all containers when an ApplicationMaster exits,"This is needed to enable work-preserving AM restart. Some apps can chose to reconnect with old running containers, some may not want to. This should be an option.",Sub-task,Closed,Major,Fixed,2013-12-10T22:57:16.173+0000,2016-04-10T02:53:11.431+0000,Jian He,Vinod Kumar Vavilapalli,[],[],57,YARN-1489,optionally kill container applicationmaster exit need enable work preserve restart app choose reconnect old running container may want option,"['optionally', 'kill', 'container', 'applicationmaster', 'exit', 'need', 'enable', 'work', 'preserve', 'restart', 'app', 'choose', 'reconnect', 'old', 'running', 'container', 'may', 'want', 'option']"
YARN-1489,[Umbrella] Work-preserving ApplicationMaster restart,"Today if AMs go down,
 - RM kills all the containers of that ApplicationAttempt
 - New ApplicationAttempt doesn't know where the previous containers are running
 - Old running containers don't know where the new AM is running.

We need to fix this to enable work-preserving AM restart. The later two potentially can be done at the app level, but it is good to have a common solution for all apps where-ever possible.",Bug,Resolved,Major,Fixed,2013-12-10T22:56:07.595+0000,2018-04-08T21:09:32.086+0000,,Vinod Kumar Vavilapalli,[],[],17,,umbrella work preserve applicationmaster restart today kill container applicationattempt new applicationattempt know previous container run old running container know new run need fix enable work preserve restart later two potentially app level good common solution app ever possible,"['umbrella', 'work', 'preserve', 'applicationmaster', 'restart', 'today', 'kill', 'container', 'applicationattempt', 'new', 'applicationattempt', 'know', 'previous', 'container', 'run', 'old', 'running', 'container', 'know', 'new', 'run', 'need', 'fix', 'enable', 'work', 'preserve', 'restart', 'later', 'two', 'potentially', 'app', 'level', 'good', 'common', 'solution', 'app', 'ever', 'possible']"
YARN-1488,Allow containers to delegate resources to another container,We should allow containers to delegate resources to another container. This would allow external frameworks to share not just YARN's resource-management capabilities but also it's workload-management capabilities.,New Feature,Open,Major,,2013-12-10T15:33:55.727+0000,2016-02-22T18:29:33.561+0000,Arun Murthy,Arun Murthy,[],[],12,,allow container delegate resource another container allow container delegate resource another container would allow external framework share yarn resource management capability also workload management capability,"['allow', 'container', 'delegate', 'resource', 'another', 'container', 'allow', 'container', 'delegate', 'resource', 'another', 'container', 'would', 'allow', 'external', 'framework', 'share', 'yarn', 'resource', 'management', 'capability', 'also', 'workload', 'management', 'capability']"
YARN-1462,AHS API and other AHS changes to handle tags for completed MR jobs,AHS related work for tags. ,Sub-task,Resolved,Major,Fixed,2013-11-29T07:11:09.690+0000,2016-08-30T01:31:59.155+0000,Xuan Gong,Karthik Kambatla,[],[],56,YARN-3299,ahs api ahs change handle tag complete job ahs relate work tag,"['ahs', 'api', 'ahs', 'change', 'handle', 'tag', 'complete', 'job', 'ahs', 'relate', 'work', 'tag']"
YARN-1461,RM API and RM changes to handle tags for running jobs,,Sub-task,Closed,Major,Fixed,2013-11-29T07:10:05.076+0000,2014-11-03T18:33:25.103+0000,Karthik Kambatla,Karthik Kambatla,['resourcemanager'],[],57,YARN-1399,api change handle tag run job,"['api', 'change', 'handle', 'tag', 'run', 'job']"
YARN-1436,ZKRMStateStore should have separate configuration for retry period.,"Problem :- Today we have zkSessionTimeout period which is getting used for zookeeper session timeout and for ZKRMStateStore based retry policy. 

Proposed suggestion :- Ideally we should have different configuration knobs for this. 
Ideal values for 
zkSessionTimeout should be :- number of zookeeper instances participating in quorum * per zookeeper session timeout. see
{code}
org.apache.zookeeper.ClientCnxn.ClientCnxn()..
connectTimeout = sessionTimeout / hostProvider.size();
{code}
retry policy... (may be retry time period or count)",Bug,Open,Major,,2013-11-22T02:11:38.786+0000,2013-11-22T02:12:14.521+0000,Jian He,Omkar Vinit Joshi,['resourcemanager'],[],0,,zkrmstatestore separate configuration retry period problem today zksessiontimeout period getting use zookeeper session timeout zkrmstatestore base retry policy propose suggestion ideally different configuration knob ideal value zksessiontimeout number zookeeper instance participate quorum per zookeeper session timeout see code org apache zookeeper clientcnxn clientcnxn connecttimeout sessiontimeout hostprovider size code retry policy may retry time period count,"['zkrmstatestore', 'separate', 'configuration', 'retry', 'period', 'problem', 'today', 'zksessiontimeout', 'period', 'getting', 'use', 'zookeeper', 'session', 'timeout', 'zkrmstatestore', 'base', 'retry', 'policy', 'propose', 'suggestion', 'ideally', 'different', 'configuration', 'knob', 'ideal', 'value', 'zksessiontimeout', 'number', 'zookeeper', 'instance', 'participate', 'quorum', 'per', 'zookeeper', 'session', 'timeout', 'see', 'code', 'org', 'apache', 'zookeeper', 'clientcnxn', 'clientcnxn', 'connecttimeout', 'sessiontimeout', 'hostprovider', 'size', 'code', 'retry', 'policy', 'may', 'retry', 'time', 'period', 'count']"
YARN-1448,AM-RM protocol changes to support container resizing,"As described in YARN-1197, we need add API in RM to support
1) Add increase request in AllocateRequest
2) Can get successfully increased/decreased containers from RM in AllocateResponse",Sub-task,Closed,Major,Fixed,2013-11-26T02:46:17.595+0000,2015-06-29T13:56:25.070+0000,Wangda Tan,Wangda Tan (No longer used),"['api', 'resourcemanager']",[],15,YARN-1197,protocol change support container resizing describe yarn need add api support add increase request allocaterequest get successfully increase decrease container allocateresponse,"['protocol', 'change', 'support', 'container', 'resizing', 'describe', 'yarn', 'need', 'add', 'api', 'support', 'add', 'increase', 'request', 'allocaterequest', 'get', 'successfully', 'increase', 'decrease', 'container', 'allocateresponse']"
YARN-1440,Yarn aggregated logs are difficult for external tools to understand,"The log aggregation feature in Yarn is awesome! However, the file type and format in which the log files are aggregated into (TFile) should either be much simpler or be made pluggable. The current TFile format forces anyone who wants to see the files to either 
a) use the web UI
b) use the CLI tools (yarn logs)  or 
c) write custom code to read the files 

My suggestion would be to simplify the log collection by collecting and writing the raw log files into a directory structure as follows: 

{noformat}
/{log-collection-dir}/{app-id}/{container-id}/{log-file-name} 
{noformat}

This way the application developers can (re)use a much wider array of tools to process the logs. 

For the readers who are not familiar with logs and their format you can find more info the following two blog posts:
http://hortonworks.com/blog/simplifying-user-logs-management-and-access-in-yarn/
http://blogs.splunk.com/2013/11/18/hadoop-2-0-rant/",Sub-task,Open,Major,,2013-11-22T20:39:32.658+0000,2017-10-22T21:20:12.055+0000,,ledion bitincka,[],"['log-aggregation', 'logs', 'tfile', 'yarn']",8,YARN-431,yarn aggregate log difficult external tool understand log aggregation feature yarn awesome however file type format log file aggregate tfile either much simple make pluggable current tfile format force anyone want see file either use web use cli tool yarn log write custom code read file suggestion would simplify log collection collect write raw log file directory structure follow noformat log collection dir app container log file name noformat way application developer use much wide array tool process log reader familiar log format find info follow two blog post,"['yarn', 'aggregate', 'log', 'difficult', 'external', 'tool', 'understand', 'log', 'aggregation', 'feature', 'yarn', 'awesome', 'however', 'file', 'type', 'format', 'log', 'file', 'aggregate', 'tfile', 'either', 'much', 'simple', 'make', 'pluggable', 'current', 'tfile', 'format', 'force', 'anyone', 'want', 'see', 'file', 'either', 'use', 'web', 'use', 'cli', 'tool', 'yarn', 'log', 'write', 'custom', 'code', 'read', 'file', 'suggestion', 'would', 'simplify', 'log', 'collection', 'collect', 'write', 'raw', 'log', 'file', 'directory', 'structure', 'follow', 'noformat', 'log', 'collection', 'dir', 'app', 'container', 'log', 'file', 'name', 'noformat', 'way', 'application', 'developer', 'use', 'much', 'wide', 'array', 'tool', 'process', 'log', 'reader', 'familiar', 'log', 'format', 'find', 'info', 'follow', 'two', 'blog', 'post']"
